Samples	Donor	Tissue	Total_reads	Mapped_reads	Unmapped_reads	Valid_reads	Rep_reads	Unknown	Prop_unmap_valid	Prop_unmap_rep	Prop_unmap_unkwn	Prop_tot_mapped	Prop_tot_valid	Prop_tot_rep	Prop_tot_unkwn
LOSQ-CTWC-C2-E3-R1-buccal-buccal	CTWC	buccal	25643852	23595776	2048076	17252	1152478	878346	0.00842351553360324	0.562712516527707	0.42886396793869	0.920133839487141	0.000672753843689318	0.0449416881675967	0.034251718501573
LOSQ-CTWC-C2-E3-R2-buccal-buccal	CTWC	buccal	25649447	23921337	1728110	12828	849391	865891	0.00742313857335471	0.491514429058335	0.50106243236831	0.932625837898182	0.000500127741545461	0.033115372818759	0.0337586615415139
LOSQ-CTWC-C2-E5-R0-hair-hair	CTWC	hair	22344536	21758572	585964	1002	349833	235129	0.00171000266227959	0.597021318715826	0.401268678621895	0.973775960261605	4.48431777683815e-05	0.0156563107866729	0.0105228857739539
LOSQ-CTWC-C2-E5-R0-hair-illumina	CTWC	hair	10761423	10294965	466458	668	278961	186829	0.00143206891081298	0.598040981181585	0.400526949907602	0.956654617144963	6.20735752139842e-05	0.0259223152923178	0.0173609939875052
LOSQ-CTWC-C2-E9-R0-saliva-saliva	CTWC	saliva	40348830	2285484	38063346	1534264	2413295	34115787	0.040308174693838	0.0634020719040307	0.896289753402131	0.0566431294290318	0.0380249935376069	0.0598107801391019	0.845521096894259
LOSQ-CTWC-C2-E9-R0-saliva-smartseq	CTWC	saliva	22623304	3436180	19187124	603198	3207336	15376590	0.0314376453709269	0.167160852246538	0.801401502382535	0.151886744747805	0.0266626837530009	0.141771334549542	0.679679236949652
LOSQ-CTWC-C3-E10-R0-urine-smartseq	CTWC	urine	23543915	21317163	2226752	11160	1706430	509162	0.00501178397953611	0.766331410053746	0.228656805966717	0.905421337105575	0.000474007827500227	0.0724786000968828	0.0216260549700422
LOSQ-CTWC-C3-E10-R0-urine-urine	CTWC	urine	16653383	14517395	2135988	8056	1708387	419545	0.00377155676904552	0.799811141261093	0.196417301969861	0.871738493013702	0.000483745554882152	0.102584982282579	0.0251927791488372
LOSQ-CTWC-C3-E1-R0-buccal-buccal	CTWC	buccal	20654097	19291883	1362214	4470	930119	427625	0.00328142274268213	0.682799472035965	0.313919105221353	0.934046305679691	0.000216421952506566	0.045033147660728	0.0207041247070739
LOSQ-CTWC-C3-E6-R0-hair-hair	CTWC	hair	31750425	30898561	851864	322	511158	340384	0.000377994609468178	0.600046486293587	0.399575519096945	0.973169996937049	1.01415965298102e-05	0.01609924906517	0.0107206124012513
LOSQ-CTWC-C3-E6-R0-hair-smartseq	CTWC	hair	29305613	28718515	587098	406	330107	256585	0.000691537017669963	0.562268990866942	0.437039472115388	0.979966363440342	1.38540012795501e-05	0.0112642926117942	0.00875548994658464
LOSQ-CTWC-C3-E7-R1-saliva-saliva	CTWC	saliva	33073191	21359223	11713968	359372	1667298	9687298	0.0306789296334086	0.142334177453789	0.826986892912803	0.645816818824649	0.0108659608926154	0.0504123717605598	0.292904848522176
LOSQ-CTWC-C3-E7-R2-saliva-saliva	CTWC	saliva	41080282	27508080	13572202	487148	1598283	11486771	0.0358930702622905	0.117761509886163	0.846345419851547	0.66961760389084	0.01185843855697	0.0389063298056231	0.279617627746567
LOSQ-CTWC-C4-E11-R0-urine-urine	CTWC	urine	24632648	23315596	1317052	3216	1032235	281601	0.00244181702772556	0.783746579482055	0.213811603490219	0.946532260762221	0.000130558436104799	0.0419051577402478	0.0114320230614264
LOSQ-CTWC-C4-E2-R0-buccal-buccal	CTWC	buccal	28412403	25700231	2712172	27968	1406107	1278097	0.0103120303579566	0.518443151835503	0.47124481780654	0.904542674549562	0.000984358837934264	0.0494891966723124	0.0449837699401913
LOSQ-CTWC-C4-E2-R0-buccal-smartseq	CTWC	buccal	34403905	30998497	3405408	14844	2438442	952122	0.00435894905984834	0.716049883009613	0.279591167930539	0.901016817712989	0.000431462649370762	0.0708768960965332	0.0276748235411067
LOSQ-CTWC-C4-E4-R0-hair-hair	CTWC	hair	42214019	40797633	1416386	2364	757206	656816	0.00166903654794668	0.534604267480757	0.463726695971296	0.966447496979617	5.60003538161102e-05	0.0179373112993577	0.0155591913672091
LOSQ-CTWC-C4-E8-R0-saliva-saliva	CTWC	saliva	30251528	3656320	26595208	809334	4065827	21720047	0.0304315724847875	0.152878180159373	0.816690247355839	0.12086397751545	0.0267534915922263	0.134400715229988	0.717981815662336
LOSQ-GCWK-C1-Ep1-R0-buccal-buccal	GCWK	buccal	26915437	19226323	7689114	140240	4033441	3515433	0.018238772373514	0.524565118946084	0.457196108680402	0.714323271065597	0.00521039283144465	0.149856047293603	0.130610288809355
LOSQ-GCWK-C1-Ep2-R1-hair-hair	GCWK	hair	18440051	18110273	329778	158	204125	125495	0.000479110189278848	0.618977008775601	0.380543881035121	0.982116209982283	8.56830602041177e-06	0.0110696548507377	0.00680556686095933
LOSQ-GCWK-C1-Ep2-R2-hair-hair	GCWK	hair	32654129	31861389	792740	122	471866	320752	0.000153896611751646	0.595234250826248	0.404611852562	0.975723131368777	3.736127826285e-06	0.0144504237121131	0.00982270879128333
LOSQ-GCWK-C1-Ep3-R0-saliva-saliva	GCWK	saliva	24615219	7346485	17268734	1064072	3067544	13137118	0.0616184139497429	0.177635720140226	0.760745865910031	0.298452961153829	0.0432282158448397	0.124619813457682	0.533699009543649
LOSQ-GCWK-C1-Ep3-R0-saliva-smartseq	GCWK	saliva	24484943	13741965	10742978	399426	3637725	6705827	0.0371801934249516	0.338614209207168	0.624205597367881	0.561241453574141	0.016313127622964	0.148569878230878	0.273875540572016
LOSQ-GCWK-C1-Ep4-R0-urine-urine	GCWK	urine	18362696	16267392	2095304	3496	1826366	265442	0.0016684929728574	0.871647264549679	0.126684242477464	0.88589344396923	0.000190385986894299	0.0994606674314055	0.0144555026124704
LOSQ-GCWK-C2-E12-R0-urine-urine	GCWK	urine	20974448	20055688	918760	566	613905	304289	0.00061604771648744	0.668188645565763	0.33119530671775	0.956196225044874	2.69852155346353e-05	0.0292691850579333	0.0145076046816584
LOSQ-GCWK-C2-E3-R0-buccal-buccal	GCWK	buccal	25871631	16663369	9208262	178814	2763578	6265870	0.0194188653624321	0.300119392780092	0.680461741857475	0.644078798124479	0.00691158589885578	0.106818854984442	0.242190760992224
LOSQ-GCWK-C2-E5-R0-hair-hair	GCWK	hair	34708565	33839419	869146	612	483214	385320	0.000704139465636383	0.555964130307221	0.443331730227143	0.974958745773558	1.7632535369872e-05	0.0139220391278061	0.0111015825632664
LOSQ-GCWK-C2-E5-R0-hair-illumina	GCWK	hair	20295842	19782022	513820	9594	230939	273287	0.0186719084504301	0.449455062083998	0.531873029465572	0.974683484429964	0.000472707661007609	0.0113786360772812	0.0134651718317476
LOSQ-GCWK-C2-E7-R0-saliva-saliva	GCWK	saliva	29660372	20668524	8991848	329490	527052	8135306	0.0366431905877413	0.0586144249769347	0.904742384435324	0.696839675510476	0.0111087615489111	0.0177695680957744	0.274281994844839
LOSQ-GCWK-C3-E11-R1-urine-urine	GCWK	urine	15112530	14253680	858850	236	487582	371032	0.000274786051114863	0.567714967689352	0.432010246259533	0.943169674435717	1.56161807453815e-05	0.0322634264415025	0.0245512829420355
LOSQ-GCWK-C3-E11-R2-urine-urine	GCWK	urine	21058897	19767333	1291564	380	637404	653780	0.000294216933887906	0.493513290862861	0.506192492203251	0.93866896257672	1.80446297828419e-05	0.0302676821107962	0.031045310682701
LOSQ-GCWK-C3-E1-R1-buccal-buccal	GCWK	buccal	33144163	27948465	5195698	15100	4151537	1029061	0.00290625051725485	0.799033546599514	0.198060202883231	0.843239426501734	0.000455585497814502	0.125256957009293	0.0310480309911582
LOSQ-GCWK-C3-E1-R2-buccal-buccal	GCWK	buccal	53349256	48096358	5252898	57932	3496510	1698456	0.0110285788911188	0.665634474531963	0.323336946576918	0.901537558461921	0.00108590080431487	0.0655399955343332	0.0318365451994307
LOSQ-GCWK-C3-E6-R0-hair-hair	GCWK	hair	31480954	30537792	943162	980	183643	758539	0.00103905797731461	0.194709922579578	0.804251019443107	0.970040234485905	3.11299333558951e-05	0.00583346362375168	0.0240951719569871
LOSQ-GCWK-C3-E8-R0-saliva-saliva	GCWK	saliva	27298999	2626711	24672288	1613262	2613689	20445337	0.0653876122068614	0.105936222858618	0.828676164934521	0.0962200482149547	0.0590960130076564	0.0957430343874514	0.748940904389938
LOSQ-GCWK-C4-E10-R0-urine-urine	GCWK	urine	30714263	28689201	2025062	3842	1388237	632983	0.00189722586271433	0.685528146792543	0.312574627344743	0.934067700077974	0.000125088464600306	0.0451984473793169	0.0206087640781092
LOSQ-GCWK-C4-E2-R0-buccal-buccal	GCWK	buccal	28334573	23521901	4812672	70900	2542813	2198959	0.0147319410090694	0.52835784362616	0.45691021536477	0.830148419741494	0.00250224346066553	0.08974241468188	0.0776069221159606
LOSQ-GCWK-C4-E4-R0-hair-hair	GCWK	hair	24723033	24031703	691330	1242	423846	266242	0.00179653710962927	0.613087816238265	0.385115646652105	0.972037006948136	5.02365547139787e-05	0.017143770345653	0.0107689861514969
LOSQ-GCWK-C4-E4-R0-hair-smartseq	GCWK	hair	27874922	27217072	657850	1498	383064	273288	0.00227711484380938	0.582296876187581	0.41542600896861	0.976399933962147	5.37400606896765e-05	0.0137422447316624	0.00980408124550088
LOSQ-GCWK-C4-E9-R0-saliva-illumina	GCWK	saliva	742357	114821	627536	52320	48564	526652	0.083373702863262	0.0773883888733077	0.83923790826343	0.15467086590414	0.0704782200477668	0.0654186597553468	0.709432254292746
LOSQ-GCWK-C4-E9-R0-saliva-saliva	GCWK	saliva	32502166	22571676	9930490	333668	856932	8739890	0.0336003560750779	0.0862930228014932	0.880106621123429	0.694466824149504	0.010266023501326	0.0263653813102794	0.26890177103889
LOSQ-HXCL-C1-Ep1-R0-buccal-buccal	HXCL	buccal	29352979	16681587	12671392	214112	2903995	9553285	0.0168972753743235	0.229177267974979	0.753925456650698	0.568309846847231	0.00729438739420622	0.0989335699112516	0.325462195847311
LOSQ-HXCL-C1-Ep1-R0-buccal-illumina	HXCL	buccal	2390292	1277992	1112300	73018	117910	921372	0.0656459588240583	0.106005574035782	0.82834846714016	0.53465936379321	0.030547732243592	0.0493287012632766	0.385464202699921
LOSQ-HXCL-C1-Ep2-R0-hair-hair	HXCL	hair	25059099	24331119	727980	1144	430431	296405	0.00157147174372922	0.591267617242232	0.407160911014039	0.970949474280779	4.56520803082345e-05	0.0171766351216379	0.0118282385172747
LOSQ-HXCL-C1-Ep3-R0-saliva-illumina	HXCL	saliva	2008640	764612	1244028	84978	157334	1001716	0.0683087518930442	0.126471429903507	0.805219818203449	0.380661542137964	0.0423062370559184	0.0783286203600446	0.498703600446073
LOSQ-HXCL-C1-Ep3-R0-saliva-saliva	HXCL	saliva	18879607	8577405	10302202	451638	2196558	7654006	0.043838977337078	0.213212476323023	0.742948546339899	0.454321162511487	0.023922002189982	0.116345536217994	0.405411299080537
LOSQ-HXCL-C1-Ep4-R0-urine-urine	HXCL	urine	24145312	9718420	14426892	179636	906734	13340522	0.0124514691036711	0.0628502660171019	0.924698264879227	0.402497180405041	0.00743978789754301	0.0375532111575117	0.552509820539904
LOSQ-HXCL-C2-E12-R0-urine-urine	HXCL	urine	23889100	20601164	3287936	8030	2165776	1114130	0.0024422616498618	0.658703819052439	0.338853919297699	0.862366686061844	0.000336136564374547	0.0906595895199066	0.0466375878538748
LOSQ-HXCL-C2-E3-R0-buccal-buccal	HXCL	buccal	27593400	18312270	9281130	127144	3736779	5417207	0.0136991939559084	0.402621124798381	0.58367968124571	0.663646741612125	0.00460776852435727	0.135422927221727	0.196322562641791
LOSQ-HXCL-C2-E5-R0-hair-hair	HXCL	hair	35522270	34694490	827780	596	469712	357472	0.000719998067119283	0.567435792118679	0.431844209814202	0.976696872131201	1.67782070233687e-05	0.0132230288210748	0.0100633208407008
LOSQ-HXCL-C2-E8-R0-saliva-saliva	HXCL	saliva	20264287	4257149	16007138	758782	3572376	11675980	0.0474027274582127	0.223173936527567	0.729423336014221	0.21008136136248	0.0374442979414968	0.176289252121232	0.576185088574792
LOSQ-HXCL-C3-E10-R0-urine-urine	HXCL	urine	23185730	13430166	9755564	24068	8962254	769242	0.0024671049259684	0.918681277679076	0.0788516173949553	0.579242749743053	0.00103805228474583	0.386541808258787	0.0331773897134142
LOSQ-HXCL-C3-E2-R1-buccal-buccal	HXCL	buccal	35385397	27573991	7811406	62470	4371309	3377627	0.00799727987509547	0.559605914735452	0.432396805389452	0.779247750138284	0.00176541752520114	0.123534264713774	0.09545256762274
LOSQ-HXCL-C3-E2-R2-buccal-buccal	HXCL	buccal	25155466	20599326	4556140	71782	1952985	2531373	0.0157550031386217	0.428649031855913	0.555595965005465	0.818880715626576	0.00285353489376822	0.077636605897104	0.100629143582552
LOSQ-HXCL-C3-E6-R1-hair-hair	HXCL	hair	35440380	33973970	1466410	930	799810	665670	0.000634201894422433	0.545420448578501	0.453945349527076	0.958623186320237	2.62412536208698e-05	0.0225677602779654	0.0187828121481767
LOSQ-HXCL-C3-E6-R2-hair-hair	HXCL	hair	33546087	32142733	1403354	898	746480	655976	0.000639895564483373	0.531925658101947	0.467434446333569	0.958166387632632	2.67691430001955e-05	0.0222523717892939	0.0195544714350738
LOSQ-HXCL-C3-E9-R0-saliva-saliva	HXCL	saliva	17581805	5744517	11837288	631254	3616999	7589035	0.0533275865215073	0.305559770109505	0.641112643368988	0.326730787879856	0.035903822161604	0.205723985677238	0.431641404281301
LOSQ-HXCL-C4-E11-R1-urine-urine	HXCL	urine	16957251	14363801	2593450	28560	840211	1724679	0.0110123580558715	0.323974242803987	0.665013399140141	0.847059526334782	0.00168423525723598	0.0495487741497723	0.10170746425821
LOSQ-HXCL-C4-E11-R2-urine-urine	HXCL	urine	20369562	17405812	2963750	34358	868945	2060447	0.0115927456769296	0.293191058625053	0.695216195698018	0.854501044254167	0.00168673239022027	0.0426589928639605	0.101153230491652
LOSQ-HXCL-C4-E1-R0-buccal-buccal	HXCL	buccal	24305602	19674444	4631158	15978	4008996	606184	0.00345010902240865	0.86565735826763	0.130892532709962	0.809461292092251	0.000657379315270611	0.16494123453515	0.0249400940573288
LOSQ-HXCL-C4-E1-R0-buccal-smartseq	HXCL	buccal	30217340	25073732	5143608	52276	4279356	811976	0.010163293936863	0.83197553157239	0.157861174490747	0.829779590129376	0.00173000005956845	0.141619215986583	0.026871193824473
LOSQ-HXCL-C4-E4-R0-hair-hair	HXCL	hair	19727888	18638286	1089602	6358	596715	486529	0.00583515815866711	0.547644919888179	0.446519921953154	0.944768441507778	0.000322284879151788	0.0302472824257721	0.0246619911872979
LOSQ-HXCL-C4-E4-R0-hair-illumina	HXCL	hair	4623211	4478875	144336	11834	35664	96838	0.081989247311828	0.247090123046225	0.670920629641947	0.968780140036871	0.00255969281955766	0.0077141190397756	0.0209460481037963
LOSQ-HXCL-C4-E7-R1-saliva-saliva	HXCL	saliva	36443173	30987963	5455210	138964	544634	4771612	0.0254736297961032	0.0998374031430504	0.874688967060846	0.850309137461768	0.00381316961615829	0.0149447469900604	0.130932945932013
LOSQ-HXCL-C4-E7-R2-saliva-saliva	HXCL	saliva	33666494	28539400	5127094	128682	531599	4466813	0.0250984280764113	0.10368427027084	0.871217301652749	0.847709298152638	0.00382225722702221	0.0157901502900777	0.132678294330262
LOSQ-JDNS-C1-Ep1-R0-buccal-buccal	JDNS	buccal	22151012	13427520	8723492	5864	8351140	366488	0.000672207872718861	0.957316175678272	0.0420116164490092	0.606180882390385	0.000264728311284378	0.377009411579029	0.0165449777193024
LOSQ-JDNS-C1-Ep2-R0-hair-hair	JDNS	hair	26923369	26392273	531096	152	311490	219454	0.000286200611565517	0.586504134845678	0.413209664542757	0.980273791144043	5.64565303844404e-06	0.0115695030588482	0.00815106014407038
LOSQ-JDNS-C1-Ep2-R0-hair-illumina	JDNS	hair	19447089	19054677	392412	1000	193880	197532	0.00254834204866314	0.49407255639481	0.503379101556527	0.979821555812286	5.1421577800153e-05	0.00996961550389367	0.0101574071060198
LOSQ-JDNS-C1-Ep3-R0-saliva-saliva	JDNS	saliva	16161431	11014675	5146756	4414	4822788	319554	0.000857627600764443	0.937053942327944	0.0620884300712915	0.681540823953027	0.000273119379094586	0.298413426385324	0.0197726302825536
LOSQ-JDNS-C1-Ep4-R1-urine-urine	JDNS	urine	23652119	22816509	835610	294	508823	326493	0.000351838776462704	0.608924019578511	0.390724141645026	0.964670818711846	1.24301759178533e-05	0.0215127870784009	0.0138039640338356
LOSQ-JDNS-C1-Ep4-R2-urine-urine	JDNS	urine	36760067	35451441	1308626	540	782818	525268	0.000412646546836147	0.598198415742924	0.40138893771024	0.964400880988601	1.46898535304628e-05	0.0212953365944627	0.0142890925634058
LOSQ-JDNS-C2-E11-R0-urine-urine	JDNS	urine	15083637	14222871	860766	304	545694	314768	0.000353173801009798	0.633963237395529	0.365683588803461	0.942933789774973	2.01542903743971e-05	0.0361778793801521	0.0208681765545007
LOSQ-JDNS-C2-E1-R1-buccal-buccal	JDNS	buccal	19559655	12835427	6724228	25308	5924040	774880	0.0037637034318289	0.880999276050723	0.115237020517448	0.656219498759053	0.00129388785231641	0.302870372713629	0.0396162406750017
LOSQ-JDNS-C2-E1-R2-buccal-buccal	JDNS	buccal	31603353	25940571	5662782	17504	4960737	684541	0.00309106018914378	0.876024717179648	0.120884222631208	0.820817050646493	0.000553865281319992	0.156968692530821	0.0216603915413659
LOSQ-JDNS-C2-E5-R0-hair-hair	JDNS	hair	23153118	21741228	1411890	4076	877336	530478	0.00288691045336393	0.621391184865676	0.37572190468096	0.939019444378938	0.000176045403474383	0.0378927797111387	0.0229117305064484
LOSQ-JDNS-C2-E7-R1-saliva-saliva	JDNS	saliva	24281960	19793778	4488182	145504	919836	3422842	0.0324193626729041	0.204946234355024	0.762634402972072	0.815163932400844	0.00599226751053045	0.0378814560274377	0.140962344061188
LOSQ-JDNS-C2-E7-R2-saliva-saliva	JDNS	saliva	25894303	21014777	4879526	131074	960000	3788452	0.026862035369829	0.196740421098279	0.776397543531892	0.811559863186895	0.00506188562016904	0.0370737918684276	0.146304459324509
LOSQ-JDNS-C3-E10-R0-urine-urine	JDNS	urine	30039247	28923667	1115580	406	729366	385808	0.000363936248408899	0.653799817135481	0.34583624661611	0.962862584404995	1.35156517072482e-05	0.0242804355248985	0.012843464418399
LOSQ-JDNS-C3-E2-R0-buccal-buccal	JDNS	buccal	19952428	12663758	7288670	8942	6833756	445972	0.00122683562296002	0.937586143974141	0.0611870204028993	0.634697591691598	0.000448166007665834	0.342502476390342	0.0223517659103945
LOSQ-JDNS-C3-E6-R0-hair-hair	JDNS	hair	24926449	24109655	816794	1534	507013	308247	0.00187807452062576	0.620735460838351	0.377386464641023	0.967231834747099	6.15410562491272e-05	0.0203403621590865	0.012366262037565
LOSQ-JDNS-C3-E6-R0-hair-illumina	JDNS	hair	3767564	3703320	64244	430	30057	33757	0.0066932320527987	0.467856920490629	0.525449847456572	0.982948133064229	0.000114132102334559	0.00797783395318567	0.00895990088025047
LOSQ-JDNS-C3-E9-R0-saliva-saliva	JDNS	saliva	19670405	15685357	3985048	116236	926387	2942425	0.0291680300965007	0.232465706812063	0.738366263091436	0.797408950146171	0.00590918183941815	0.0470954715980683	0.149586396416342
LOSQ-JDNS-C4-E12-R0-urine-illumina	JDNS	urine	8263733	8136509	127224	1226	48120	77878	0.00963654656354147	0.378230522542916	0.612132930893542	0.984604536472802	0.000148359101147145	0.0058230342146824	0.00942407021136816
LOSQ-JDNS-C4-E12-R0-urine-urine	JDNS	urine	12102755	11193229	909526	8196	659148	242182	0.00901128719794706	0.724715950945877	0.266272761856176	0.924849672657176	0.000677201182705921	0.0544626409441487	0.0200104852159694
LOSQ-JDNS-C4-E3-R0-buccal-buccal	JDNS	buccal	24671582	13793660	10877922	26434	9745866	1105622	0.00243005971177216	0.895930858853373	0.101639081434855	0.55909102221333	0.00107143514347803	0.395023959144574	0.044813583498618
LOSQ-JDNS-C4-E4-R0-hair-hair	JDNS	hair	19683090	18667036	1016054	5258	640642	370154	0.00517492180533712	0.63051963773579	0.364305440458873	0.948379344909768	0.000267132853632229	0.0325478367471774	0.0188056854894226
LOSQ-JDNS-C4-E8-R0-saliva-saliva	JDNS	saliva	30085000	17528564	12556436	523062	1362012	10671362	0.0416568841668129	0.108471225433714	0.849871890399473	0.582634668439422	0.0173861392720625	0.0452721289679242	0.354707063320592
LOSQ-L5IJ-C1-Ep1-R0-buccal-buccal	L5IJ	buccal	20142913	15500165	4642748	19390	3944917	678441	0.00417640586997184	0.849694405123862	0.146129189006166	0.769509603700319	0.000962621444078123	0.195846400170621	0.0336813746849823
LOSQ-L5IJ-C1-Ep2-R0-hair-hair	L5IJ	hair	45173454	44185156	988298	1470	535345	451483	0.00148740562057193	0.54168378363611	0.456828810743318	0.978122151119992	3.25412353901475e-05	0.0118508759591418	0.00999443168547617
LOSQ-L5IJ-C1-Ep3-R0-saliva-saliva	L5IJ	saliva	23974927	13607095	10367832	332668	5450697	4584467	0.0320865538716291	0.525731609076999	0.442181837051372	0.567555221336023	0.0138756626871064	0.227349889323959	0.191219226652911
LOSQ-L5IJ-C1-Ep4-R0-urine-urine	L5IJ	urine	33346356	32224248	1122108	148	680312	441648	0.000131894612639782	0.60628032239321	0.39358778299415	0.96634990641856	4.43826605821638e-06	0.0204013895851169	0.0132442657302645
LOSQ-L5IJ-C2-E12-R0-urine-illumina	L5IJ	urine	6078757	5984647	94110	772	35292	58046	0.00820316650727872	0.375007969397514	0.616788864095208	0.9845182164709	0.000126999648118851	0.00580579220389958	0.00954899167708135
LOSQ-L5IJ-C2-E12-R0-urine-urine	L5IJ	urine	28198861	26904347	1294514	380	888375	405759	0.00029354645836198	0.686261407756115	0.313445045785523	0.95409339405588	1.34757215903153e-05	0.0315039320205167	0.0143891982020125
LOSQ-L5IJ-C2-E3-R1-buccal-buccal	L5IJ	buccal	23218304	18981020	4237284	9868	3693707	533709	0.00232885027295787	0.871715702794526	0.125955446932516	0.81750243256355	0.000425009509738524	0.159085995256157	0.0229865626705551
LOSQ-L5IJ-C2-E3-R2-buccal-buccal	L5IJ	buccal	23347934	20340646	3007288	12540	2348750	645998	0.00416986999582348	0.781019310421882	0.214810819582295	0.871196826237388	0.000537092489639554	0.100597765952225	0.0276683153207474
LOSQ-L5IJ-C2-E6-R0-hair-hair	L5IJ	hair	23241978	22058342	1183636	2738	703485	477413	0.00231321115613246	0.594342348492273	0.403344440351595	0.949073353395309	0.000117804087070386	0.030267862743868	0.0205409797737525
LOSQ-L5IJ-C2-E6-R0-hair-illumina	L5IJ	hair	5215238	5122486	92752	3120	36344	53288	0.0336380886665517	0.391840607210626	0.574521304122822	0.982215193247173	0.000598246906469082	0.00696880947715138	0.0102177503692065
LOSQ-L5IJ-C2-E9-R0-saliva-saliva	L5IJ	saliva	28355814	18462208	9893606	433288	1009208	8451110	0.0437947498616783	0.102006083525056	0.854199166613265	0.651090742801459	0.0152803936434341	0.0355908668324598	0.298037996722647
LOSQ-L5IJ-C2-E9-R0-saliva-smartseq	L5IJ	saliva	21104231	16520515	4583716	131634	1150640	3301442	0.028717747783676	0.251027768736108	0.720254483480216	0.782805826945317	0.00623732748186845	0.0545217686444012	0.156435076928413
LOSQ-L5IJ-C3-E11-R0-urine-illumina	L5IJ	urine	4831592	4703606	127986	902	72307	54777	0.00704764583626334	0.564960230025159	0.427992124138578	0.97351059443761	0.00018668794881687	0.0149654606597577	0.0113372569538156
LOSQ-L5IJ-C3-E11-R0-urine-urine	L5IJ	urine	25704694	23849426	1855268	96	1307711	547461	5.17445458014691e-05	0.704863663901927	0.295084591552272	0.92782376635178	3.73472642778786e-06	0.0508744044959259	0.0212980944258663
LOSQ-L5IJ-C3-E2-R0-buccal-buccal	L5IJ	buccal	19397168	15383048	4014120	13056	3268746	732318	0.00325251860930914	0.814311978715136	0.182435502675555	0.793056388437735	0.000673087947683909	0.168516661813725	0.0377538618008567
LOSQ-L5IJ-C3-E4-R0-hair-hair	L5IJ	hair	27518805	26223095	1295710	1038	776914	517758	0.000801105185573932	0.599604849850661	0.399594044963765	0.952915469984979	3.77196611553445e-05	0.0282321125499454	0.0188146978039199
LOSQ-L5IJ-C3-E4-R0-hair-illumina	L5IJ	hair	5492321	5400057	92264	3136	40958	48170	0.0339894216595855	0.4439217896471	0.522088788693315	0.983201273195795	0.000570979008692318	0.00745732086671555	0.0087704269287975
LOSQ-L5IJ-C3-E8-R1-saliva-saliva	L5IJ	saliva	27586692	7632132	19954560	477266	1916483	17560811	0.0239176408800795	0.0960423582379165	0.880040000882004	0.276659919935308	0.0173005882691553	0.0694712870974164	0.63656820469812
LOSQ-L5IJ-C3-E8-R2-saliva-saliva	L5IJ	saliva	23524813	6151941	17372872	1054246	1334994	14983632	0.0606834609729468	0.0768435984562598	0.862472940570793	0.261508603702822	0.0448142138260568	0.056748336320463	0.636928846150658
LOSQ-L5IJ-C4-E10-R1-urine-urine	L5IJ	urine	22724306	20739958	1984348	316	1530323	453709	0.000159246261240468	0.771196886836382	0.228643866902378	0.912677289242629	1.39058152094942e-05	0.0673430026861987	0.0199658022559633
LOSQ-L5IJ-C4-E10-R2-urine-urine	L5IJ	urine	22755144	20971626	1783518	394	1242883	540241	0.000220911703722643	0.696871576289109	0.302907512007168	0.921621326588836	1.73147662787807e-05	0.0546198696874869	0.0237414889573979
LOSQ-L5IJ-C4-E1-R0-buccal-buccal	L5IJ	buccal	35202511	27834893	7367618	80582	5281232	2005804	0.0109373205831247	0.716816751357087	0.272245928059788	0.790707600375439	0.00228909807030527	0.150024297982607	0.0569790035716486
LOSQ-L5IJ-C4-E5-R0-hair-hair	L5IJ	hair	22323970	21199950	1124020	3012	734980	386028	0.00267966762157257	0.653885162185726	0.343435170192701	0.949649636690965	0.000134922238293637	0.0329233554784386	0.0172920855923028
LOSQ-L5IJ-C4-E5-R0-hair-illumina	L5IJ	hair	3709064	3597134	111930	1314	60413	50203	0.011739480032163	0.539739122665952	0.448521397301885	0.969822575183389	0.000354267276056709	0.0162879367948356	0.0135352207457191
LOSQ-L5IJ-C4-E7-R0-saliva-saliva	L5IJ	saliva	30236418	1873474	28362944	358820	2517835	25486289	0.0126510139426993	0.0887719906650029	0.898576995392298	0.0619608447005859	0.0118671464324908	0.0832716031376468	0.842900405729276
LOSQ-L5IJ-C4-E7-R0-saliva-smartseq	L5IJ	saliva	27800513	4392357	23408156	1083262	3833557	18491337	0.0462771181121657	0.163770140629616	0.789952741258218	0.157995537708243	0.0389655399524462	0.137895189200286	0.665143733139025
LOSQ-MHGA-C1-Ep1-R1-buccal-buccal	MHGA	buccal	29633915	16078983	13554932	378842	3530891	9645199	0.0279486462934672	0.260487548000979	0.711563805705554	0.542587201184859	0.0127840685241893	0.119150338387621	0.325478391903331
LOSQ-MHGA-C1-Ep1-R2-buccal-buccal	MHGA	buccal	17767991	9918973	7849018	140250	1843231	5865537	0.0178684773050591	0.234835873736052	0.747295648958889	0.55824955111695	0.00789340787036644	0.103738852636744	0.33011818837594
LOSQ-MHGA-C1-Ep2-R0-hair-hair	MHGA	hair	27074359	26384531	689828	412	386922	302494	0.000597250329067536	0.560896339377352	0.43850641029358	0.974520984965886	1.52173501134413e-05	0.0142910862635751	0.0111727114204255
LOSQ-MHGA-C1-Ep3-R0-saliva-illumina	MHGA	saliva	4826537	335715	4490822	399080	72815	4018927	0.0888656909581364	0.0162141808337093	0.894920128208154	0.0695560813063279	0.0826845417325092	0.0150863859533243	0.832672991007839
